name,place_of_birth,date_of_birth,date_of_death,place_of_death,nationality
Robbert Muys,Rotterdam,1742-05-02,1825-12-19,Rotterdam,
Robert Burrows,,1810,1883,,
Robert Demachy,Saint-Germain-en-Laye,1859-07-07,1936-12-29,Hennequeville,
Robert H. Vance,Maine,1824,1876,New York,
Robert Jefferson Bingham,Leicestershire,1824-03-07,1870-02-21,Brussel,
Robert Macpherson,,,,,
Robert Severin,Düsseldorf,1839-02-13,1875,,
Robert de Baudous,Brussel,1575,1659,Wassenaar,
Robert van Audenaerd,Gent,1663,1743,Gent,
Robert van den Hoecke,Antwerpen,1622-11-30,1668,Sint-Winoksbergen,
Roberto Rive,Wroclaw,1825,1868,Napels,
Roel Rozenburg,,,,,dutch
Roeland van Bolten,,,,,
Roelant Roghman,Amsterdam,1627-03-14,1692-01-03,Amsterdam,
Roelant Savery,Kortrijk,1576,1639-02-25,Utrecht,
Roelof Jansz. van Vries,Haarlem,1631,1701,Amsterdam,
Roelof Koets (II),Zwolle,1650,1725-06-28,Zwolle,
Roelof Pieters Lammers,Drachten,1853-05-01,1910-11-15,Drachten,
Roeloff van Zijl,Utrecht,1586-04-25,1656-03-03,Utrecht,
Roemer & Perrin,,,,,
Roger Fenton,Heywood,1819-03-20,1869-08-08,Londen,
Romedo Guler,,1836-10-05,1909,Chur,
Romeyn de Hooghe,Amsterdam,1645-09-10,1708-06-15,Haarlem,
Rooswinkel & Co,,,,,
Ross & Thomson,,,,,
Roubillac,Bayonne,1739,,,
Rubellin,,,,,
Rudolf Jurriaan Stephanus Haak,Zutphen,1862-06-09,1897-06-24,Zutphen,
Rudolf Wyssenbach,,,,,
Rudolph Guicherit,Paramaribo,1837-03-09,1897-08-07,Amsterdam,
Rudolph Meyer,Zürich,1605,1638,,
Rufus Anson,,,,,
Ryûryûkyo Shinsai,,1764,1825,,
S. & W. Koene,,,,,
S. Bakker Jz.,,,,,
S. Ciantar Preziosi,,,,,
S. Herz,,,,,
S. Prout Newcombe,,,,,
S. Thaysses,,,,,
S. Walters,,,,,
S. van Caspel & Stapert,,,,,
S.J. Wiseman,,,,,
S.P. Christmann,,,,,
Salomon Koninck,Amsterdam,1609,1656,Amsterdam,
Salomon Leonardus Verveer,Den Haag,1813-11-30,1876-01-05,,
Salomon Mesdach,,,,,
Salomon Pietersz. Lachair,Amsterdam,1628-01-30,1654,,
Salomon Rogiers,Amsterdam,1592,1640,Amsterdam,
Salomon Rombouts,Haarlem,1652-05-31,1702,Italië,
Salomon Savery,Amsterdam,1594,1683-10-16,Amsterdam,
Salomon van Ruysdael,Naarden,1603,1670-11-03,Haarlem,
Samuel Bourne,Mucklestone,1834-10-30,1912-04-24,Nottingham,
Samuel Hoffmann,Zürich,1591,1648,Frankfurt am Main,
Samuel van Hoogstraten,Dordrecht,1627-08-02,1678-10-19,Dordrecht,
Sandro Botticelli,Florence,1445,1510,Florence,
Sanne Sannes,Groningen,1937-03-19,1967-03-23,Bergen,
Schelte Adamsz. Bolswert,Bolsward,1586,1659-12-12,Antwerpen,
Schotel,,,,,
Schrank & Massak,,,,,
Schröder & Co.,,,,,
Sebastiaan Alphonse Van Besten,Brussel,1864-11-17,1926-02-04,Borgerhout,
Sebastiaen Vrancx,Antwerpen,1573,1647-05-19,Antwerpen,
Sebastian Furck,Alterkülz,1600,1655-06-01,Frankfurt am Main,
Sebastiano di Re,Chioggia,,,,
Sebastián Ribot,,,,,
Sergei Lvovich Levitsky,Moskou,1819,1898,Sint-Petersburg,
Servatius Raeven,,,,,
Shepherd & Robertson,,,,,
"Shigenobu (II) , Yanagawa",,,,,
Shin-E-Do,,,,,
Shinkichi Tajiri,Los Angeles,1923-12-07,2009-03-15,Baarlo,
Shunkôsai Hokushû,,,,,
Shôtei Hokuju,,1763,1824,,
Siebe Johannes ten Cate,Sneek,1858,1908-12-09,Parijs,
Sieuwert van der Meulen,,1683,1730-06-18,Alkmaar,
Sigmund Gleismüller,,,,,
Sigmund Löw,Rastatt,1845-05-11,1920-03-15,Amsterdam,
Simon Andreas Krausz,Den Haag,1760-08-26,1825-02-16,Den Haag,
Simon Dubois,Antwerpen,1632-07-26,1708-05-26,Londen,
Simon Flocquet,Gent,1609,1678-07,Antwerpen,
Simon Fokke,Amsterdam,1712-09-01,1784-04-10,Amsterdam,
Simon Frisius,Harlingen,1575,1628,Den Haag,
Simon Goulart,Genève,1575-10-02,1628-03-19,Friedrichstadt,
Simon Henrixz,,1600,1630,Amersfoort,
Simon Kick,Delft,1603,1652-09-26,Amsterdam,
Simon Luttichuys,Londen,1610-03-06,1661-11-16,Amsterdam,
Simon Maris,Den Haag,1873-05-21,1935-01-22,Amsterdam,
Simon Opzoomer,Rotterdam,1819-09-19,1878-08-04,Antwerpen,
Simon Poelenburg,Haarlem,1592,,,
Simon Ruys,Den Haag,,1692,,
Simon de Vlieger,Rotterdam,1601,1653-03-13,Weesp,
Simon van de Passe,Keulen,1595,1647-05-06,Kopenhagen,
Simon van der Does,Den Haag,1653,1763,Antwerpen,
Simonau & Toovey,,,,,
Société Royale Belge de Photographie,,,,,
Sommer & Behles,,,,,
Sophus Williams,Kopenhagen,1835-07-05,1900-10-18,,
Spagliardi & Silo,,,,,
Stafhell & Kleingrothe,,,,,
Standaert Frères,,,,,
Steere,,,,,
Stefano della Bella,Florence,1610-05-18,1664-07-27,Florence,
Stengel & Co.,,,,,
Stephan de Praet,,,,,
Stephen Thompson,,1831,1893,,
Stereoscopic Co.,,,,,
Stevers,,,,,
Stoel & Groote,,,,,
Stoomdrukkerij De Industrie,,,,,
Stoomsteendrukkerij Senefelder,,,,,
Sugimura Jihei,,,,,
Surrey Photo Company,,,,,
Suze Robertson,Den Haag,1855-12-17,1922-10-18,Den Haag,
Sybrand van Beest,,,,,
Symon Novelanus,,,,,
Sytze Reinder Elzinga,Burum,1858-06-10,1912-04-03,Terneuzen,
Sébastien Bourdon,Montpellier,1616,1671-05-08,Parijs,
Sébastien Leclerc (I),Metz,1637-09-26,1714-10-25,Parijs,
Séraphin-Médéric Mieusement,Gonneville-la-Mallet,1840-03-12,1905-09-10,Pornic,
T. Bullock,,,,,
T. van Malsen,,,,,
Takahashi Biho,,1873,,,
Taupin et Cie,,,,,
Te Gempt & Van Moorsel,,,,,
Teisai Hokuba,Edo,1771,1844,Edo,
Tethart Philip Christian Haag,Kassel,1737,1812-08-03,Den Haag,
Th. Boulanger et Cie.,,,,,
Th. van Heemstede Obelt,,,,,
The London Stereoscopic and Photographic Company,,,,,
Theo Hanrath,Amsterdam,1853-09-22,1883-09-10,Amsterdam,
Theo van Hoytema,Den Haag,1863-12-18,1917-08-28,Den Haag,
Theodoor Brouwers,Amsterdam,1875,1932,,
Theodoor Koning,Amsterdam,1748-02-03,1829-01-31,Amsterdam,
Theodoor Rombouts,Antwerpen,1597-07-02,1637-09-14,Antwerpen,
Theodoor Soeterik,Utrecht,1810-01-12,1883-08-20,Utrecht,
Theodoor van Thulden,'s-Hertogenbosch,1606,1669,'s-Hertogenbosch,
Theodoor van der Schuer,Den Haag,1634,1707-12,Den Haag,
Theodor Bang,,,,,
Theodor Brüggemann,Münster,1822-12-04,1888-07-13,Nieuwer-Amstel,
Theodor Creifelds,Koblenz,1815,1875,Keulen,
Theodor Hildebrandt,Stettin,1804-07-02,1874-09-29,Düsseldorf,
Theodor Joop & Cie.,,,,,
Theodor Matham,Haarlem,1606,1676-03-26,Amsterdam,
Theodor Vercruys,,1680,1739-08-13,Florence,
Theodor de Bry,Luik,1528,1598-03-27,Frankfurt am Main,
Theodor van Merlen,,,,,
Theodorus Ferdinant van de Pol,Harderwijk,1861-08-18,1953-07-11,Leusden,
Theodorus Justinus Rheen,Amsterdam,,,,
Theodorus de Roode,Amsterdam,1736,1793-07-26,Rotterdam,
Theodorus van Kessel,,1620,1660,,
Thomas Annan,Dairsie,1829,1887-12-11,Lenzie,
Thomas Barker,,1769,1847-12-11,Bath,
Thomas Biggs,,1822,1905,,
Thomas Cool,Sneek,1851-12-25,1904-05-16,Bussum,
Thomas Couture,,1815-12-21,1879,,
Thomas Doesburgh,,,,,
Thomas Duningham,,,,,
Thomas Faris,,,,,
Thomas Heeremans,,1641,1702,,
Thomas Hellyer,,,,,
Thomas Lawrence,Bristol,1769-04-13,1830-01-07,Londen,
Thomas Martin Staas,Koblenz,1844-03-08,,,
Thomas Wijck,Beverwijk,1624,1677-08-19,Haarlem,
Thomas Willeboirts Bosschaert,Bergen op Zoom,1614,1654-01-23,Antwerpen,
Thomas de Keyser,Amsterdam,1597,1667-06-07,Amsterdam,
Théodor Weijnen,Aken,1835,1904,Maastricht,
Théodore Gedoelst,,,,,
Théodore Gudin,Parijs,1802-08-15,1880-04-12,Boulogne-sur-Seine,
Théodore Rousseau,Parijs,1812-04-15,1867-12-22,Barbizon,
Théodore van Lelyveld,Semarang,1867-02-18,1954-10-07,Den Haag,
Théodule Augustin Ribot,Saint-Nicolas-d'Attez,1823-08-08,1891-09-11,Colombes,
Théophile Loutre-Sel,,1829-09-06,,,
Théophile de Bock,Den Haag,1851-01-14,1904-11-12,Haarlem,
Thérèse Schwartze,Amsterdam,1851-12-20,1918-12-23,Amsterdam,
Tibout Regters,Dordrecht,1710-12-24,1768-01-26,Amsterdam,
Timotheus de Graef,,,,,
Titiaan,Pieve di Cadore,1488,1576-08-27,Venetië,
Tomasso Cuccioni,,1790,1864,,
Tommasi Marcello,,,,,
Totoya Hokkei,,1790,1850,,
Toyohara Kunichika,,1835,1900,,
Traugott Richard,,1823,1899,,
Trenkler & Co.,,,,,
Tresling & Comp.,,,,,
Tsukioka Kôgyo,,1869,1927,,
Tsukioka Yoshitoshi,,1839,1892,,
Underwood and Underwood,,,,,
Unis France,,,,,
Universal Stereoscopic View Company,,,,,
Utagawa Toyohiro,,1773,1828,,
V. Chevallier (Vincent),,,,,
Valentin Lefebvre,Brussel,1642,,Venetië,
Valentine & Sons,,,,,
Valentine Blanchard,,1831,1901-11-14,,
Van Mol Van Loy,,,,,
Verbeke-Schodts Fils,,,,,
Vermeulen,,,,,
Veuve J. van Koningsveld,Saint-Mandé,1828-09-28,1907-09-10,Brummen,
Victor (fotograaf),,,,,
Victor Beckers,,,,,
Victor Coué,Angers,1838-05-16,,,
Victor Daveluy,Brugge,1846-04-17,1886-07-26,Brugge,
Victor Froment,Brussel,1842-07-07,,,
Vigilius Erichsen,Kopenhagen,1722-09-02,1782-05-23,Kopenhagen,
Vilhelm Trydes,,,,,
Vincent Malò (I),Cambrai,1595,1649,Rome,
Vincent Malò (II),Cambrai,1629,1668,Rome,
Vincent van Gogh,Groot Zundert,1853-03-30,1890-07-29,Auvers-sur-Oise,
Vincenzo Mazzi,Bologna,1748,1790,,
Vinkenbos & Dewald,,,,,
Vittore Crivelli,,,,,
Vittore Ghislandi,Bergamo,1655-03-04,1743-12-01,Venetië,
Vve. Vagneur,,,,,
Vérascope Richard,,,,,
W. Bikkers,,,,,
W. Church,,,,,
W. Davis,,,,,
W. G. Kuijer & Zonen,,,,,
W. Mayer (I),,,,,
W. Savery,,,,,
W. Schultz,,,,,
W. Tringham,,,,,
W. van Tuyll van Serooskerken,,,,,
W.L.H. Skeen & Co.,,,,,
W.M. Spooner & Co.,,,,,
W.P. Beck,,,,,
Waldemar Titzenthaler,Ljubljana,1869-08-19,1937-03-07,Berlijn,
Walker & Cockerell,,,,,
Wallerant Vaillant,Lille,1623,1677-08-28,Amsterdam,
Warren W. Vernon,,,,,
Warren de la Rue,Guernsey,1815-01-15,1889-04-19,Londen,
Wegner & Mottu,,,,,
Weijert Jan van Zanen,Leiden,1873-12-31,1960-10-31,Haarlem,
Wenceslaus Hollar,Praag,1607-07-13,1677-03-25,Londen,
Werner van den Valckert,Den Haag,1585,1627,Amsterdam,
Wesseling,,,,,
Wiener Photographen-Association,,,,,
Wijnand Nuijen,Den Haag,1813-03-04,1839-06-02,Den Haag,
Wilhelm Frederick Antonius Delboy,,1853-03-08,1928-08-20,,
Wilhelm Hammerschmidt,Berlijn,,1869,Berlijn,
Wilhelm Hartan,,,,,
Wilhelm Ivens,Efferen,1849-06-14,1904-11-11,Nijmegen,
Wilhelm J. Grammann,Düsseldorf,1844-08-12,1874,,
Wilhelm Meyer,,,,,
Wilhelm von Boeckmann,Duitsland,1823,,,
Wilhelmus van Groenewoud,Rotterdam,1803-04-10,1842-01-20,Zoeterwoude,
Wilke & Hünerjäger,,,,,
Willem Adriaan Alexander Liernur,Den Haag,1856-02-07,1917-02-17,Deventer,
Willem Albarda,Leeuwarden,1821-07-06,1899-02-07,Bad Cannstatt,
Willem Anthonie van Deventer,Den Haag,1824-06-30,1893-05-27,Den Haag,
Willem Bartel van der Kooi,Augustinusga,1768-05-13,1836-07-14,Leeuwarden,
Willem Bartsius,Enkhuizen,1612,1639,,
Willem Bastiaan Tholen,Amsterdam,1860-02-13,1931-12-05,Den Haag,
Willem Bilderdijk,Amsterdam,1756-09-07,1831-12-18,Haarlem,
Willem Carel Heijenberg,Enschede,1835,1895,Utrecht,
Willem Claesz. Heda,Haarlem,1594,1680,Haarlem,
Willem Coertse,,,,,
Willem Cornelis Boelsums,Den Helder,1883-08-20,1976-03-12,Tiel,
Willem Cornelis van Baarsel,Amsterdam,1791,1854-04-17,Amsterdam,
Willem Cornelis van Dijk,Utrecht,1826-03-25,1881-12-18,Amsterdam,
Willem Cornelisz. Duyster,Amsterdam,1599-08-30,1635-01-31,Amsterdam,
Willem Diepraam,Amsterdam,1944-04-13,,,
Willem Eversdijck,Goes,1620,1671,Middelburg,
Willem Frederik Boelsums,Medemblik,1851-01-08,1907-02-22,Den Helder,
Willem Frederik Piek Jr.,Amsterdam,1874-03-16,1954,,
Willem Frederik Piek Sr.,,1838,1916,,
Willem Frederik Vinkenbos,Amsterdam,1831-07-17,1896-07-26,Den Haag,
Willem Gerhardus Kuijer,Amsterdam,1834-04-19,1899-11-15,Amsterdam,
Willem Grein-Vonk,Sittard,1829-09-16,1883-04-04,Sittard,
Willem Gruyter jr.,Amsterdam,1817-09-04,1880-01-07,Amsterdam,
Willem Hekking (I),Amsterdam,1796-03-24,1862-05-20,Amsterdam,
Willem Hendrik Hoogkamer,Amsterdam,1790-09-21,1864-01-22,Arnhem,
Willem Hendrik Schmidt,Rotterdam,1809-04-12,1849-06-01,Delft,
Willem Hondius,Den Haag,1597,1660-07-18,Danzig,
Willem Hooijer,Leeuwarden,1855-07-29,,,
Willem Isaacsz. van Swanenburg,Leiden,1580-01-29,1612-05-31,Leiden,
Willem Jacobsz. Delff,Delft,1580-09-15,1638-04-11,Delft,
Willem Jansz. Ploy,,,,,
Willem Janszoon Blaeu,Alkmaar,1571,1638-10-21,Amsterdam,
Willem Jodocus Mattheus Engelberts,Amsterdam,1809-01-21,1887-05-09,Aalst,
Willem Joseph Laquy,Brühl,1738,1798,Kleef,
Willem Kalf,Rotterdam,1619-11-03,1693-07-31,Amsterdam,
Willem Key,Breda,1520,1568,Antwerpen,
Willem Kok,Oosterhout,1761,1807-03-29,Amsterdam,
Willem Leendert Bruckman,Den Haag,1866,1928,Laren,
Willem Maris,Den Haag,1844-02-18,1910-10-10,Den Haag,
Willem Matla,,,,,
Willem Ormea,Utrecht,1611,1673-07-04,Utrecht,
Willem Ossenbeeck,,,,,
Willem Pieter Hoevenaar,Utrecht,1808-03-07,1863-10-31,Utrecht,
Willem Pietersz. Buytewech,Rotterdam,1592,1624,,
Willem Roelofs (I),Amsterdam,1822-03-10,1897-05-12,Berchem,
Willem Roelofs (II),Schaarbeek,1874-04-24,1940-06-02,Den Haag,
Willem Romeyn,Haarlem,1624,1694,Haarlem,
Willem Schellinks,Amsterdam,1627,1678-10-12,Amsterdam,
Willem Steelink (II),Amsterdam,1856-07-16,1928-11-27,Voorburg,
Willem Swidde,Amsterdam,1661,1697-06,Stockholm,
Willem Thibaut,,1526,1599-07-26,,
Willem Tinker,Manchester,1816-08-16,1894-04-21,Haarlem,
Willem Troost (II),Arnhem,1812-06-14,1893-05-03,Barneveld,
Willem Uppink,Amsterdam,1767-11-18,1849-01-03,Amsterdam,
Willem Wissing,Amsterdam,1656,1687-09-10,Burghley House,
Willem Witsen,Amsterdam,1860-08-13,1923-04-13,Amsterdam,
Willem de Broen,Amsterdam,1686,1748,,
Willem de Famars Testas,Utrecht,1834-08-30,1896-03-24,Arnhem,
Willem de Haen,,,,,
Willem de Heusch,Utrecht,1625,1692-03-09,Utrecht,
Willem de Klerk,Dordrecht,1800-11-28,1876-08-11,Dordrecht,
Willem de Poorter,Haarlem,1608,1648,,
Willem de Ryck,Antwerpen,1635,1699,Londen,
Willem de Zwart,Den Haag,1862-05-16,1931-12-11,Den Haag,
Willem ten Rhijne,Deventer,1647,1700,Batavia,
Willem van Aelst,Delft,1627-05-16,1683-05-22,Amsterdam,
Willem van Diest,Den Haag,1610,1668,Den Haag,
Willem van Konijnenburg,Den Haag,1868-02-11,1943-02-28,Den Haag,
Willem van Leen,Dordrecht,1753-02-19,1825-04-06,Delfshaven,
Willem van Mieris,Leiden,1662-06-03,1747-01-27,Leiden,
Willem van Nieulandt (II),Antwerpen,1584,1635,Amsterdam,
Willem van Odekercken,Nijmegen,1610,1677-09-23,Delft,
Willem van Schaik,Beetsterzwaag,1876-08-08,1938-04-08,Blaricum,
Willem van Senus,Utrecht,1773-08,1851-01-15,Aalsmeer,
Willem van Wessem,Amsterdam,1725-06-22,1787-01-26,Amsterdam,
Willem van de Velde (I),Leiden,1611,1693-12-13,Londen,
Willem van de Velde (II),Leiden,1633-12-18,1707-04-06,Londen,
Willem van den Bundel,Brussel,1577,1624,Amsterdam,
Willem van der Vliet (ca. 1584-1642),Delft,1584,1642-12-06,Delft,
William 2nd Earl of Craven,,1809-07-18,1866-08-18,Scarborough (North-Yorkshire),
William Bikker-Top,Rotterdam,1796,1867-06-06,Den Haag,
William Boyd Post,New York,1857,1921,Maine,
William Charles Estall,Londen,1857,1897,,
William England,Londen,1816,1896-08-13,Londen,
William Gowe Ferguson,,,,,
William Guilmard,Parijs,1830,1876-01-29,Saint-Étienne,
William Henry Fox Talbot,Melbury (Dorset),1800-02-11,1877-09-17,Lacock,
William Hogarth,Londen,1697-11-10,1764-10-25,Londen,
William J. Mullins,Steubenville,1860,1917,,
William Loggan,,,,,
William Mayland,Blackheath,1821-11-21,1907-10-31,Islington,
William Morris Grundy,,1806,1859,Sutton Coldfield,
William Notman,Paisley,1826,1891,Montréal,
William Russell Sedgfield,Wiltshire,1826,1902,,
William Sherwin,Wallington,1645,1711,,
William Ward,Londen,1766,1826-12-21,Londen,
William Young Ottley,,1771-08-06,1836-05-26,Londen,
Willy Martens,Semarang,1856-12-01,1927-01-24,Den Haag,
Winter Thompson,,,,,
Witz et Cie.,,,,,
Wolffram & Büssenschütt,,,,,
Woodbury & Page,,,,,
Wout Berger,Ridderkerk,1941-12-29,,,
Wouter Gysaerts,Antwerpen,1649,1677,Mechelen,
Wouter Johannes van Troostwijk,Amsterdam,1782-05-28,1810-09-20,Amsterdam,
Wouter Knijff,Wesel,1606,1694-02-11,Bergen op Zoom,
Wouter Pietersz. II Crabeth,Gouda,1594,1644-06-18,Gouda,
Wouter Verschuur (1812-1874),Amsterdam,1812-06-11,1874-07-04,Vorden,
Woutherus Mol,Haarlem,1785-03-21,1857-08-30,Haarlem,
Wybrand Hendriks,Amsterdam,1744-06-24,1831-01-28,Haarlem,
Wybrand de Geest (I),Leeuwarden,1592,1665,Leeuwarden,
Würthle & Sohn,,,,,
X phot.,,,,,
Yamamoto Shoun,Kochi-ken,1870,1965,,
Yashima Gakutei,,1786,1868,,
Zacharias Blijhooft,Middelburg,1630,1682,,
Zacharias Dolendo,,1561,1604,,
Zangaki,,,,,
Zanobi di Jacopo Machiavelli,Florence,1418,1479-05-07,Pisa,
Zedler und Vogel,,,,,
anoniem (Monumentenzorg),,,,,
anonymous,,,,,
de Passe,,,,,
diverse vervaardigers,,,,,
erven weduwe Cornelis Stichter,,,,,
firma J.H. Buckmann,,,,,
frères Moreau,,,,,
frères Seeberger,,,,,
genaamd Orcagna Andrea di Cione,,,,,
jonkheer Barthold Willem Floris van Riemsdijk,Maastricht,1850-08-30,1942-02-23,Amsterdam,
jonkheer Jacob Eduard van Heemskerck van Beest,Kampen,1828-02-28,1894-12-24,Den Haag,
klösz,,,,,
unknown,,,,,
van Uffelen,,,,,
van der Valk & van Erpecum,,,,,
weduwe Elias Spanier & Zn,,,,,
weduwe H. Bontamps,,,1817-09-10,,
weduwe Hieronymus Cock,,,,,
weduwe Jacobus van Egmont,,,,,
Édouard Denis Baldus,Grünbach,1813-06-05,1889,Parijs,
Émile Bernard,Lille,1868-04-28,1941-04-16,Parijs,
Émile Fürst,Angers,1834,1922,Nantes,
Émilien Desmaisons,Parijs,1812-12-19,1880-01-28,Montlignon,
Étienne Neurdein,,1832-12-03,1918-02-07,,
